evidence_id,surface_kind,surface_ref,existence,binding_basis
ECO-EV-003,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-003,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-003,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-004,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-004,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-004,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-005,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-005,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-005,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-006,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-006,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-006,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-007,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-008,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-008,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-008,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-008,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-009,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-009,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-009,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-009,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-010,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-010,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-010,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-010,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-011,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-011,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-011,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
ECO-EV-011,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-001,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-001,REVIEWER,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-001,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-002,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-002,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-002,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-003,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-003,PACKAGE,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-003,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-003,TEST,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-004,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-004,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-005,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-005,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-006,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-006,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-007,FAULT,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
IOM-EV-007,RUNTIME,PLANNED_UNASSIGNED,ABSENT,VER-002-001 §5
